year,region,crop,cultivation_type,yield_kg_10a,production_ton
2023,충청남도,호박,노지,2169,6619
2023,충청남도,호박,시설,3300,5934
2023,충청북도,딸기,노지,3862,21
2023,충청북도,딸기,시설,3673,5199
2023,충청북도,수박,노지,3227,4255
2023,충청북도,수박,시설,3154,55047
2023,충청북도,오이,노지,3573,2920
2023,충청북도,오이,시설,9347,22354
2023,충청북도,참외,노지,1183,69
2023,충청북도,참외,시설,255,45
2023,충청북도,호박,노지,937,2129
2023,충청북도,호박,시설,5506,23365
2024,강원도,딸기,노지,1391,83
2024,강원도,딸기,시설,2219,658
2024,강원도,수박,노지,2840,554
2024,강원도,수박,시설,5519,16086
2024,강원도,오이,노지,4357,22693
2024,강원도,오이,시설,5308,20958
2024,강원도,참외,노지,1204,162
2024,강원도,참외,시설,2570,78
2024,강원도,호박,노지,2610,31307
2024,강원도,호박,시설,3487,1223
2024,경기도,딸기,노지,2066,108
2024,경기도,딸기,시설,2919,4475
2024,경기도,수박,노지,3901,6046
2024,경기도,수박,시설,2096,3680
2024,경기도,오이,노지,3079,3336
2024,경기도,오이,시설,5400,20444
2024,경기도,참외,노지,2245,1265
2024,경기도,참외,시설,2456,2082
2024,경기도,호박,노지,3381,28562
2024,경기도,호박,시설,3925,11727
2024,경상남도,딸기,노지,3800,115
2024,경상남도,딸기,시설,2633,65914
2024,경상남도,수박,노지,2949,1822
2024,경상남도,수박,시설,3708,50088
2024,경상남도,오이,노지,4006,1524
2024,경상남도,오이,시설,9266,10751
2024,경상남도,참외,노지,1204,204
2024,경상남도,참외,시설,1417,109
2024,경상남도,호박,노지,2056,15401
2024,경상남도,호박,시설,7019,30189
2024,경상북도,딸기,노지,1122,353
2024,경상북도,딸기,시설,3133,14808
2024,경상북도,수박,노지,2813,18102
2024,경상북도,수박,시설,4128,20626
2024,경상북도,오이,노지,3388,3945
2024,경상북도,오이,시설,8449,30241
2024,경상북도,참외,노지,1204,120
2024,경상북도,참외,시설,4922,202211
2024,경상북도,호박,노지,2277,26037
2024,경상북도,호박,시설,3431,6354
2024,전라남도,딸기,노지,3343,441
2024,전라남도,딸기,시설,2670,15267
2024,전라남도,수박,노지,5729,4564
2024,전라남도,수박,시설,3690,14839
2024,전라남도,오이,노지,5070,1686
2024,전라남도,오이,시설,9545,20163
2024,전라남도,참외,노지,3835,869
2024,전라남도,참외,시설,4371,111
2024,전라남도,호박,노지,2527,38256
2024,전라남도,호박,시설,5963,18059
2024,전라북도,딸기,노지,3343,397
2024,전라북도,딸기,시설,3099,14043
2024,전라북도,수박,노지,3687,26240
2024,전라북도,수박,시설,4532,65877
2024,전라북도,오이,노지,5993,1218
2024,전라북도,오이,시설,10239,34645
2024,전라북도,참외,노지,3835,759
2024,전라북도,참외,시설,2104,185
2024,전라북도,호박,노지,4253,14375
2024,전라북도,호박,시설,3713,4217
2024,충청남도,딸기,노지,1614,45
2024,충청남도,딸기,시설,2957,30071
2024,충청남도,수박,노지,5739,2766
2024,충청남도,수박,시설,3787,84406
2024,충청남도,오이,노지,4703,2990
2024,충청남도,오이,시설,9438,71109
2024,충청남도,참외,노지,3835,1350
2024,충청남도,참외,시설,254,28
2024,충청남도,호박,노지,2554,9649
2024,충청남도,호박,시설,3289,10300
2024,충청북도,딸기,노지,3862,27
2024,충청북도,딸기,시설,2455,4638
2024,충청북도,수박,노지,3226,4637
2024,충청북도,수박,시설,3193,55841
2024,충청북도,오이,노지,3568,5521
2024,충청북도,오이,시설,9689,23552
2024,충청북도,참외,노지,1183,73
2024,충청북도,참외,시설,254,5
2024,충청북도,호박,노지,885,1868
2024,충청북도,호박,시설,5520,30803
